"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
-95.3449020385742,35.7411041259766,"47.217.160.81","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",7,8,2,1,3,4,6,5,"About the same","Moderately more vulnerable","Yes",10,"0",0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",25,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Wagoner",25,"Rural","No Relationship","0","0","0","0","0","0","0","Fished","Visited a local park","0","0","Some college","Employed part time","$40,000 - $49,999","Democrat","0","Liberal","I'm not sure what the study was truly trying to find. Thank you.","Pass"
80.2804870605469,13.0843048095703,"49.206.113.223","Message 2 River","I AGREE to participate",1,"A great deal","A moderate amount","A lot",0,"0",1,"An attorney challenging the permit","Moderately likely",5,6,4,7,3,8,1,2,"Moderately less vulnerable","Slightly less vulnerable","Yes",90000,"0",16000,10000,15000,4000,15000,10000,12000,8000,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","0","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","Volunteered to register voters or work at a polling place","0","Somewhat agree","Zachary Taylor",26,"Male","White","0","0","0",0,"0","0","0","Yes","Washington",15,"Rural","Visit the area for recreation/tourism","0","0","0","0","0","0","Hunted","0","0","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$70,000 - $79,999","Republican","0","&nbsp;","This study was about that feel about the Kiamichi River in Southeastern Oklahoma","Pass"
-96.7526016235352,35.9821929931641,"74.196.102.74","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",7,1,3,5,8,2,6,4,"About the same","About the same","No",0,"I would love to be able to help, but I just don't have the funds at this time to be able to do that. I am a camping, nature swimming and hiking person. I am also a fellow Oklahoman and would love to be able to do what I could to help.",0,0,0,0,0,0,0,0,10,20,20,20,10,10,5,5,"0","0","0","0","0","0","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",44,"Female","White","0","0","0",0,"0","0","0","Yes","Payne",44,"Rural","Visit the area for recreation/tourism","0","0","Camped","0","0","0","0","Fished","Visited a local park","0","0","Some college","Employed part time","$20,000 - $29,999","Republican","0","&nbsp;","not sure","Pass"
-97.475700378418,35.62109375,"98.168.129.115","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,4,5,3,6,7,2,8,"Slightly less vulnerable","About the same","Yes",5,"0",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","0","Neither agree nor disagree","Millard Fillmore",35,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",17,"Urban","Oklahoma City metro area resident","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","4 year degree","Unemployed looking for work","$50,000 - $59,999","Democrat","0","&nbsp;","The use of the river.","Pass"
-96.681396484375,32.8235931396484,"107.242.113.8","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Neither likely nor unlikely",1,4,5,2,3,6,8,7,"About the same","Moderately more vulnerable","No",0,"There should be state or federal funding for this.",0,0,0,0,0,0,0,0,25,15,10,15,15,10,5,5,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",47,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",47,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","High school graduate","Employed full time","$30,000 - $39,999","Democrat","0","Neither/Even Split","People's awareness and opinions of the water shed issues","Pass"
-97.5556030273438,35.327392578125,"174.67.18.100","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"The opposition attorney",0,"0","Moderately likely",1,2,4,3,5,7,6,8,"Much more vulnerable","Much more vulnerable","No",0,"Because I pay taxes for that.",0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","James K. Polk",56,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",56,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","0","Professional degree","Retired","$100,000 - $149,999","Republican","0","&nbsp;","It appears the study is trying to determine the support of citizens of the use of the River/Watershed.  It sounds political in nature.","Pass"
-97.4788970947266,35.335205078125,"68.97.48.133","No Message Control","I AGREE to participate",1,"A great deal","A moderate amount","0",0,"0",0,"0","Extremely likely",7,2,4,8,5,3,1,6,"Slightly more vulnerable","About the same","Yes",25,"0",4,5,4,2,4,3,3,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",47,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",47,"Rural","Oklahoma City metro area resident","0","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$20,000 - $29,999","Democrat","0","&nbsp;","0","Pass"
-97.5556030273438,35.327392578125,"99.108.83.14","Message 1 OKC","I AGREE to participate",1,"A little","A little","0",1,"The opposition attorney",0,"0","Moderately likely",1,3,6,2,7,8,5,4,"About the same","Slightly more vulnerable","No",0,"I would suspect any ""environmental"" group of caring more about delta smelt and bigfoot than people",0,0,0,0,0,0,0,0,70,10,0,20,0,0,0,0,"0","Attended a town hall or city council meeting","0","0","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",54,"Male","White","0","0","0",0,"0","0","0","Yes","Cleveland",36,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Employed full time","$90,000 - $99,999","Republican","0","&nbsp;","not sure","Pass"
-98.4552001953125,34.6179046630859,"24.49.219.182","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",3,5,1,2,8,4,6,7,"Much less vulnerable","Slightly more vulnerable","No",0,"I receive no direct benefit from this river basin.",0,0,0,0,0,0,0,0,30,20,10,20,5,10,3,2,"Donated time or money to a political campaign","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","0","Somewhat disagree","Millard Fillmore",59,"Male","White","0","0","0",0,"0","0","0","Yes","Comanche",20,"Suburban","No Relationship","0","0","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","0","4 year degree","Retired","$60,000 - $69,999","Independent","0","Neither/Even Split","Water resources and their use in Oklahoma.","Pass"
-97.5002975463867,35.5108032226562,"172.58.68.4","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",7,5,2,1,3,6,4,8,"About the same","Moderately more vulnerable","No",0,"I am unable to afford to pay anything",0,0,0,0,0,0,0,0,5,15,5,65,10,0,0,0,"0","0","0","0","0","0","0","0","0","Strongly disagree","Millard Fillmore",32,"Male","White","0","0","0",0,"0","0","0","Yes","Rogers",20,"Suburban","No Relationship","0","0","Camped","0","0","0","0","0","Visited a local park","0","0","High school graduate","Disabled","$20,000 - $29,999","Something else","No representation","Neither/Even Split","I believe this is researching peoples knowledge of the river","Pass"
-97.2725982666016,35.4718017578125,"72.198.5.241","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly unlikely",4,2,5,1,3,8,6,7,"Moderately less vulnerable","Slightly less vulnerable","Yes",100,"0",15,15,10,15,15,10,10,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",39,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",20,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","Fished","0","0","0","High school graduate","Employed part time","$30,000 - $39,999","Democrat","0","&nbsp;","0","Pass"
-74.0599975585938,40.78759765625,"104.194.220.158","Message 1 OKC","I AGREE to participate",1,"A lot","A lot","A moderate amount",1,"Out of state lobby representative",0,"0","Slightly likely",6,4,8,1,5,3,2,7,"About the same","Moderately less vulnerable","Yes",200,"0",40,25,20,15,25,20,20,35,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","0","0","0","0","0","0","Somewhat agree","Zachary Taylor",31,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",10,"Rural","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","0","0","0","Professional degree","Employed part time","Less than $10,000","Republican","0","&nbsp;","GOOD","Fail"
-84.4633026123047,33.9380950927734,"66.115.169.202","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",2,5,4,1,3,7,6,8,"About the same","Slightly more vulnerable","Yes",100,"0",10,10,10,20,20,10,10,10,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",44,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",35,"Suburban","Visit the area for recreation/tourism","0","0","Camped","0","Biked for recreation","0","0","Fished","Visited a local park","0","0","2 year degree","Employed part time","$20,000 - $29,999","Democrat","0","&nbsp;","Kimanchi river","Pass"
-122.071601867676,47.8954010009766,"130.76.24.25","No Message Control","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",0,"0","Moderately likely",2,1,4,3,6,7,8,5,"About the same","About the same","Yes",50,"0",5,10,10,5,5,5,5,5,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",52,"Male","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Oklahoma",48,"Rural","Oklahoma City metro area resident","0","0","0","0","0","0","Hunted","Fished","0","0","0","Some college","Employed full time","$50,000 - $59,999","Republican","0","Conservative","none","Pass"
80.2804870605469,13.0843048095703,"106.208.47.39","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Slightly likely",7,5,6,8,3,4,2,1,"Slightly more vulnerable","Slightly more vulnerable","No",0,"I have more commitments and hence not willing to donate",0,0,0,0,0,0,0,0,10,10,20,20,10,10,10,10,"0","0","0","0","0","0","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",28,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",28,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","0","0","0","4 year degree","Employed full time","$20,000 - $29,999","Independent","0","Neither/Even Split","May be about the care for the river","Pass"
-97.940299987793,34.5072937011719,"172.124.50.15","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Neither likely nor unlikely",1,2,3,8,4,5,7,6,"Moderately more vulnerable","Moderately more vulnerable","No",0,"It doesn't affect me as i live in Stephens county",0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,"0","0","0","0","0","0","0","0","0","Disagree","Millard Fillmore",40,"Male","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Stephens",40,"Rural","No Relationship","0","0","0","0","0","0","0","0","0","Visited a wildlife refuge or state park","0","High school graduate","Employed full time","$40,000 - $49,999","Independent","0","Neither/Even Split","Public opinion on appropriating river water","Pass"
-94.5102996826172,37.0464935302734,"159.118.25.136","No Message Control","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",0,"0","Neither likely nor unlikely",4,5,8,1,3,2,6,7,"About the same","About the same","Yes",100,"0",15,10,15,15,10,10,15,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Neither agree nor disagree","Zachary Taylor",19,"Male","White","0","0","0",0,"0","0","0","Yes","Delaware",5,"Rural","Not Listed","none","Hiked","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","0","0","Visited a national park (anywhere in the US)","Some college","Employed part time","More than $150,000","Republican","0","Conservative","0","Pass"
-97.7330017089844,35.4971008300781,"72.198.60.3","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Extremely likely",6,4,5,3,7,8,2,1,"Slightly more vulnerable","About the same","Yes",10,"0",1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",29,"Female","White","0","0","0",0,"0","0","0","Yes","Canadian",25,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","0","0","High school graduate","Employed full time","$50,000 - $59,999","Democrat","0","Liberal","0","Pass"
-97.4834976196289,35.2024993896484,"68.97.36.99","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,4,3,2,5,6,7,8,"About the same","Moderately more vulnerable","Yes",10,"0",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",36,"Female","0","0","0","0",0,"Hispanic","0","0","Yes","Cleveland",11,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","Some college","Disabled","$40,000 - $49,999","Democrat","0","Liberal","none","Pass"
-86.7861022949219,36.1670989990234,"165.214.11.87","No Message Control","I AGREE to participate",1,"None at all","None at all","0",0,"0",0,"0","Slightly likely",3,2,4,1,5,8,6,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",25,"0",5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Agree","Millard Fillmore",38,"Male","White","0","0","0",0,"0","0","0","Yes","Cleveland",38,"Suburban","Not Listed","NA","Hiked","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Professional degree","Employed full time","$100,000 - $149,999","Democrat","0","&nbsp;","Willingness to contribute to a conservation effort.","Pass"
-90.2699966430664,38.7196044921875,"67.66.140.11","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Moderately likely",2,4,1,5,3,8,6,7,"Much more vulnerable","Moderately more vulnerable","Yes",50,"0",6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","James Buchanan",45,"Female","White","0","0","0",0,"0","0","0","Yes","Oklahoma",30,"Suburban","Oklahoma City metro area resident","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed full time","$30,000 - $39,999","Independent","0","Neither/Even Split","The effects of human activity on the environment.","Pass"
-97.5556030273438,35.327392578125,"107.204.125.202","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"An attorney for the city",0,"0","Slightly likely",2,4,6,1,5,3,7,8,"Slightly more vulnerable","Moderately more vulnerable","Yes",50,"0",8,6,6,8,8,6,4,4,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Disagree","Zachary Taylor",38,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",36,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","Visited a local park","0","Visited a national park (anywhere in the US)","Some college","Unemployed looking for work","$30,000 - $39,999","Independent","0","&nbsp;","i believe knowing where our water comes from is very important. We need to do things that keep our land and waters clean from pollution so we may utilize what it can provide for us to sustain of lives and lives of our children and grandchildren.","Pass"
-95.8227005004883,36.2861938476562,"24.249.159.24","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Slightly likely",3,5,1,4,2,7,6,8,"Slightly more vulnerable","Moderately more vulnerable","Yes",100,"0",25,10,25,25,9,2,2,2,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","Disagree","Zachary Taylor",23,"Female","White","0","0","0",0,"0","0","0","Yes","Tulsa",4,"Suburban","No Relationship","0","Hiked","0","0","Biked for recreation","0","0","Fished","Visited a local park","0","0","High school graduate","Employed full time","$30,000 - $39,999","Independent","0","Neither/Even Split","The River and how it effects oklahoma","Pass"
-97.4254989624023,35.0102996826172,"209.33.73.139","Message 2 River","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",1,"The hearing examiner","Moderately likely",6,1,4,2,5,7,8,3,"Moderately more vulnerable","Moderately more vulnerable","No",0,"cant afford it.",0,0,0,0,0,0,0,0,0,30,10,30,30,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Agree","James Buchanan",29,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",29,"Rural","Not Listed","family owns large amounts of land on river","Hiked","Camped","0","0","0","0","0","Visited a local park","0","0","Some college","Employed full time","$60,000 - $69,999","Democrat","0","&nbsp;","insight into how oklahomans feel about the watershed situation in kimiachi rover","Pass"
-97.9517974853516,35.0267944335938,"74.197.197.236","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Moderately unlikely",8,5,2,3,7,4,6,1,"Slightly more vulnerable","Slightly more vulnerable","Yes",28220,"0",0,10000,0,10050,0,70,8100,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","0","0","0","0","0","0","Somewhat disagree","James Buchanan",51,"Female","White","0","0","0",0,"0","0","0","Yes","Grant",10,"Rural","Visit the area for buisness","0","Hiked","Camped","0","0","0","0","0","0","0","0","2 year degree","Employed full time","$100,000 - $149,999","Republican","0","Neither/Even Split","0","Pass"
-94.5404968261719,38.9299011230469,"99.203.28.128","Message 2 River","I AGREE to participate",1,"A little","None at all","0",0,"0",1,"An attorney challenging the permit","Slightly likely",1,2,5,6,7,8,3,4,"Slightly more vulnerable","Slightly more vulnerable","No",0,"I don't have money, I also don't live near these areas",0,0,0,0,0,0,0,0,50,10,10,5,10,5,10,0,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Somewhat agree","Millard Fillmore",24,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Wagoner",24,"Suburban","Visit the area for recreation/tourism","0","0","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","High school graduate","Employed full time","$50,000 - $59,999","Something else","Not political","Neither/Even Split","How much people know about the river, or have heard about current issues.","Pass"
-97.3419036865234,35.4604034423828,"68.97.180.180","Message 1 OKC","I AGREE to participate",1,"None at all","None at all","0",1,"The opposition attorney",0,"0","Neither likely nor unlikely",5,4,1,3,8,6,2,7,"Moderately more vulnerable","Moderately more vulnerable","Yes",50,"0",10,5,10,10,10,1,2,2,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","0","Voted in the last federal election","Agree","Zachary Taylor",29,"Female","White","0","0","0",0,"0","0","0","No","Oklahoma",8,"Suburban","Oklahoma City metro area resident","0","Hiked","0","Gone ""off-roading""","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Student","$40,000 - $49,999","Independent","0","Neither/Even Split","The research focus is likely to gauge awareness of the Kiamichi River lawsuit and current water resource diversion project (or in a broader sense, awareness of natural resource use/treatment as a whole) among OK-residents. I am not sure if the study filtered out non-OK residents at the beginning as I am sure that only Okies would know (or would be particularly moved by) the current controversy. Additionally, in the drop-down menu for education an MS or MA degree option was missing. Only 4-year (BS/BA) or professional/doctorate were offered. This is quite misleading and may skew your demographic statistics a bit. Otherwise, good job and I wish you good luck in your research/graduate school endeavors. Boomer!","Pass"
-97.475700378418,35.62109375,"184.186.212.167","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Moderately likely",5,8,2,6,7,4,3,1,"About the same","Slightly more vulnerable","Yes",10,"0",2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Somewhat agree","Millard Fillmore",33,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",31,"Suburban","Visit the area for recreation/tourism","0","0","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Professional degree","Employed full time","$50,000 - $59,999","Democrat","0","&nbsp;","Concern for the river and if community members would be willing to help preserve it.","Pass"
-95.9456024169922,36.0605926513672,"70.185.219.71","Message 2 River","I AGREE to participate",1,"None at all","None at all","0",0,"0",1,"An attorney challenging the permit","Moderately likely",2,6,8,1,3,4,5,7,"Much more vulnerable","Much more vulnerable","Yes",250,"0",0,0,0,200,50,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Strongly disagree","James Buchanan",28,"Male","White","0","0","0",0,"0","0","0","Yes","Tulsa",10,"Urban","No Relationship","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Employed full time","$40,000 - $49,999","Something else","libertarian","Neither/Even Split","I think this study is finding out what parts of this particular river area is being utilized and in what ways","Pass"
-97.7330017089844,35.4971008300781,"72.198.57.207","No Message Control","I AGREE to participate",1,"None at all","A little","0",0,"0",0,"0","Neither likely nor unlikely",1,6,2,4,3,5,8,7,"About the same","Moderately more vulnerable","No",0,"I live in Yukon, Oklahoma. I prefer to give funds to those causes that directly impact my family (in my own backyard).",0,0,0,0,0,0,0,0,40,0,25,20,10,5,0,0,"0","0","0","0","0","0","0","0","0","Strongly disagree","Millard Fillmore",45,"Male","White","0","0","0",0,"0","0","0","Yes","Canadian",42,"Suburban","No Relationship","0","Hiked","Camped","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","0","0","4 year degree","Employed full time","$100,000 - $149,999","Republican","0","Conservative","Kiamichi River watershed. interesting survey.","Pass"
-97.8622970581055,36.4028015136719,"173.127.194.3","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Moderately likely",1,5,8,3,2,6,4,7,"Much more vulnerable","Much more vulnerable","Yes",100,"0",20,10,25,15,10,10,5,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Agree","Millard Fillmore",56,"Male","White","0","0","0",0,"0","0","0","Yes","Oklahoma",53,"Suburban","Oklahoma City metro area resident","0","Hiked","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Professional degree","Employed full time","$70,000 - $79,999","Democrat","0","Liberal","I think this study is researching the importance of the Kiamichi River to the state of Oklahoma.","Pass"
-97.4646987915039,35.6699066162109,"104.200.37.44","Message 1 OKC","I AGREE to participate",1,"A lot","A lot","A moderate amount",1,"The opposition attorney",0,"0","Slightly likely",4,3,6,2,1,5,7,8,"Moderately less vulnerable","Slightly less vulnerable","Yes",1e+05,"0",20000,10000,10000,20000,20000,5000,5000,10000,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","Volunteered to register voters or work at a polling place","0","Somewhat agree","Zachary Taylor",28,"Male","0","0","0","0",0,"Hispanic","0","0","Yes","Oklahoma",28,"Suburban","Oklahoma City metro area resident","0","0","0","Gone ""off-roading""","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","0","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$30,000 - $39,999","Democrat","0","&nbsp;","good researchers","Fail"
-96.6923980712891,34.7799987792969,"67.60.6.224","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Slightly likely",4,7,1,3,5,6,2,8,"Slightly less vulnerable","About the same","Yes",50,"0",5,5,15,5,5,5,5,5,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",29,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Murray",29,"Rural","Visit the area for recreation/tourism","0","Hiked","0","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","0","0","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$30,000 - $39,999","Republican","0","Neither/Even Split","I think this study is researching how much Oklahoman's care about their natural surroundings and what they are willing to do or give in order to keep it at its natural state.","Pass"
-97.940299987793,34.5072937011719,"174.126.162.58","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Moderately likely",1,2,6,3,4,8,5,7,"Slightly more vulnerable","Moderately more vulnerable","Yes",120,"0",10,10,30,60,10,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",48,"Female","White","0","0","0",0,"0","0","0","Yes","Stephens",19,"Rural","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Employed part time","$20,000 - $29,999","Republican","0","&nbsp;","To find out how much OK residents know about the Kiamichi, and how much they care.","Pass"
-97.4095001220703,35.2337951660156,"72.200.221.245","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Extremely likely",5,1,3,4,2,8,6,7,"Much more vulnerable","Much more vulnerable","Yes",40,"0",10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",34,"Male","White","0","0","0",0,"0","0","0","Yes","Cleveland",34,"Suburban","Oklahoma City metro area resident","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","4 year degree","Employed full time","$40,000 - $49,999","Democrat","0","Liberal","This study is researching how motivated people are to help with the Kiamichi River Watershed.","Pass"
